,MMM-YY,Emp_ID,Age,Gender,City,Education_Level,Salary,Dateofjoining,LastWorkingDate,Joining Designation,Designation,Total Business Value,Quarterly Rating,Attrtion,WorkingDays
1895,2017-12-01,2224,49,Female,C27,Master,61291,2015-08-27,2017-12-01,1,1,903648.75,3.5,False,827
1896,2017-11-01,2225,37,Female,C1,Bachelor,28216,2014-10-11,2017-11-20,1,1,359907.82608695654,2.260869565217391,True,1136
1897,2017-04-01,2226,31,Male,C16,Master,38152,2017-01-02,2017-04-18,2,2,129070.0,1.25,True,106
1898,2017-11-01,2227,31,Female,C16,Bachelor,25357,2017-02-04,2017-11-07,1,1,230670.0,1.6,True,276
1899,2017-12-01,2228,55,Female,C27,College,79243,2015-07-21,2017-12-01,1,2,812670.0,3.25,False,864
1900,2017-07-01,2229,26,Male,C20,Master,103305,2017-05-04,2017-07-20,3,3,0.0,1.0,True,77
1901,2017-12-01,2230,35,Male,C16,Master,65628,2017-09-06,2017-12-01,3,3,70290.0,1.0,False,86
1902,2016-12-01,2231,34,Female,C27,College,78441,2012-02-28,2016-12-23,2,4,675608.3333333334,1.75,True,1760
1903,2017-06-01,2232,26,Female,C11,Bachelor,73207,2015-06-06,2017-06-27,1,2,735192.7777777778,2.6666666666666665,True,752
1904,2017-12-01,2233,37,Male,C8,Bachelor,79251,2017-12-19,2017-12-01,2,2,0.0,1.0,False,-18
1905,2016-04-01,2235,30,Female,C10,College,21935,2015-06-08,2016-03-30,1,1,155637.5,1.0,True,296
1906,2016-05-01,2236,49,Female,C3,College,53572,2012-08-09,2016-05-21,1,2,681640.0,2.2,True,1381
1907,2017-12-01,2238,29,Male,C17,Master,37067,2017-08-08,2017-12-13,2,2,0.0,1.0,True,127
1908,2017-12-01,2239,46,Female,C27,Bachelor,94485,2017-11-28,2017-12-01,3,3,0.0,1.0,False,3
1909,2017-12-01,2240,33,Male,C5,College,85965,2017-08-10,2017-12-26,3,3,440270.0,2.2,True,138
1910,2017-12-01,2241,36,Male,C5,Bachelor,50766,2016-11-17,2017-12-01,3,3,316450.0,1.6428571428571428,False,379
1911,2016-03-01,2242,35,Male,C3,College,70733,2016-01-05,2016-03-11,2,2,0.0,1.0,True,66
1912,2017-02-01,2245,33,Female,C19,Master,81348,2017-02-06,2017-02-22,2,2,0.0,1.0,True,16
1913,2016-12-01,2246,28,Female,C2,Master,43647,2016-10-10,2016-11-28,2,2,0.0,1.0,True,49
1914,2016-05-01,2247,30,Female,C9,Bachelor,49336,2015-05-04,2016-04-30,1,1,130430.0,1.0,True,362
1915,2017-10-01,2248,41,Female,C12,Master,68830,2017-05-01,2017-09-28,2,2,0.0,1.0,True,150
1916,2017-07-01,2249,38,Female,C2,Bachelor,86246,2017-05-29,2017-07-05,3,3,0.0,1.0,True,37
1917,2017-03-01,2250,26,Male,C26,Bachelor,41661,2016-11-01,2017-03-08,2,2,116632.0,1.0,True,127
1918,2017-12-01,2251,39,Male,C15,Master,83604,2010-10-23,2017-12-01,2,3,809281.6666666666,2.375,False,2596
1919,2016-05-01,2252,37,Female,C20,Bachelor,101423,2015-06-16,2016-05-06,3,3,302434.0,1.0,True,325
1920,2016-12-01,2253,40,Male,C11,Bachelor,57872,2015-08-17,2016-12-20,1,2,491790.8333333333,2.5,True,491
1921,2017-12-01,2254,23,Female,C4,Bachelor,54580,2017-08-07,2017-12-01,1,1,62976.0,1.0,False,116
1922,2017-12-01,2255,40,Male,C25,College,133489,2010-11-06,2017-12-01,3,4,1516587.0833333333,2.625,False,2582
1923,2016-09-01,2256,31,Male,C11,College,59644,2015-10-07,2016-09-08,2,2,418991.1111111111,2.0,True,337
1924,2017-12-01,2257,43,Female,C22,Master,81933,2015-02-24,2017-12-01,2,2,753185.8333333334,3.0,False,1011
1925,2017-12-01,2258,36,Female,C14,College,138520,2016-11-28,2017-12-01,3,3,1013106.1538461539,3.076923076923077,False,368
1926,2017-12-01,2259,41,Male,C4,Master,89192,2014-02-10,2017-12-01,1,3,561175.8333333334,2.125,False,1390
1927,2017-12-01,2260,32,Male,C29,Master,38919,2017-10-10,2017-12-01,2,2,0.0,1.0,False,52
1928,2017-12-01,2261,25,Female,C24,Bachelor,22132,2017-12-21,2017-12-01,1,1,0.0,1.0,False,-20
1929,2016-07-01,2263,25,Male,C26,College,16216,2015-07-17,2016-07-22,1,1,354465.71428571426,2.2857142857142856,True,371
1930,2016-09-01,2264,34,Female,C15,Bachelor,73561,2012-05-29,2016-09-22,2,4,442335.55555555556,1.0,True,1577
1931,2017-01-01,2265,28,Female,C27,Bachelor,62243,2016-08-13,2017-01-10,3,3,0.0,1.0,True,150
1932,2016-07-01,2267,31,Female,C23,Bachelor,112722,2016-02-20,2016-06-29,1,4,490923.3333333333,2.0,True,130
1933,2017-01-01,2268,44,Male,C24,College,91207,2012-11-01,2017-01-01,2,3,1177985.3846153845,2.8461538461538463,False,1522
1934,2017-09-01,2269,33,Male,C8,Master,46043,2017-04-14,2017-09-15,3,3,0.0,1.0,True,154
1935,2017-12-01,2270,34,Female,C9,Master,78164,2017-08-29,2017-12-28,3,3,58035.0,1.0,True,121
1936,2016-06-01,2271,38,Male,C2,College,55943,2015-07-28,2016-05-30,1,2,444963.3333333333,1.5,True,307
1937,2017-12-01,2272,46,Female,C5,Bachelor,96185,2016-02-16,2017-12-01,2,3,1950518.2608695652,3.4347826086956523,False,654
1938,2017-10-01,2273,32,Male,C25,Master,66742,2017-05-22,2017-09-28,3,3,121446.66666666667,1.5,True,129
1939,2016-02-01,2274,34,Female,C24,Master,21154,2015-11-23,2016-02-04,1,1,58375.0,1.0,True,73
1940,2017-12-01,2276,33,Male,C29,Master,54915,2017-07-13,2017-12-01,3,3,405510.0,2.0,False,141
1941,2017-12-01,2277,29,Female,C25,Bachelor,83958,2017-09-08,2017-12-01,3,3,0.0,1.0,False,84
1942,2016-03-01,2278,34,Female,C23,College,18291,2015-07-27,2016-03-28,1,1,360180.0,2.0,True,245
1943,2017-12-01,2279,27,Female,C19,Master,83632,2017-11-07,2017-12-01,2,2,185555.0,2.0,False,24
1944,2016-10-01,2281,31,Male,C13,Master,51261,2016-10-06,2016-10-25,2,2,0.0,1.0,True,19
1945,2016-09-01,2282,31,Female,C5,Master,67740,2016-06-30,2016-09-15,2,2,125200.0,1.0,True,77
1946,2017-12-01,2283,37,Male,C19,College,59764,2014-11-10,2017-12-01,1,2,969362.5,3.25,False,1117
1947,2016-10-01,2284,31,Male,C12,College,49471,2011-08-15,2016-10-14,2,3,252656.0,1.6,True,1887
1948,2016-06-01,2285,39,Female,C28,College,40142,2015-07-08,2016-06-14,2,2,0.0,1.0,True,342
1949,2016-12-01,2286,34,Female,C29,Bachelor,30851,2016-07-07,2016-12-05,2,2,18333.333333333332,1.0,True,151
1950,2017-09-01,2287,34,Female,C28,Master,57624,2016-08-15,2017-09-15,2,2,144656.42857142858,1.2142857142857142,True,396
1951,2016-04-01,2288,31,Male,C20,College,40760,2015-12-15,2016-04-11,1,1,50540.0,1.0,True,118
1952,2017-12-01,2289,47,Female,C2,College,51339,2015-01-12,2017-12-01,1,2,483824.5833333333,2.0,False,1054
1953,2017-12-01,2290,32,Female,C9,Master,57541,2017-11-28,2017-12-01,2,2,0.0,1.0,False,3
1954,2016-02-01,2291,30,Female,C2,Bachelor,62204,2015-02-28,2016-02-03,1,2,0.0,1.0,True,340
1955,2016-01-01,2292,30,Male,C15,College,12895,2015-06-23,2016-01-01,1,1,0.0,1.0,True,192
1956,2016-12-01,2294,24,Female,C1,College,25551,2016-09-28,2016-12-06,1,1,0.0,1.0,True,69
1957,2017-07-01,2295,41,Male,C26,College,112934,2016-11-08,2017-07-13,3,3,87840.0,1.0,True,247
1958,2017-06-01,2296,25,Male,C11,College,14761,2017-01-31,2017-06-15,2,2,120000.0,1.0,True,135
1959,2017-12-01,2298,27,Male,C15,Master,77301,2017-12-08,2017-12-01,3,3,0.0,1.0,False,-7
1960,2017-12-01,2299,42,Female,C5,College,129924,2012-11-19,2017-12-01,1,4,958082.0833333334,1.875,False,1838
1961,2016-10-01,2300,34,Female,C6,College,80980,2016-07-29,2016-10-03,2,2,0.0,1.0,True,66
1962,2017-11-01,2302,36,Male,C14,Bachelor,21530,2017-05-08,2017-11-13,2,2,0.0,1.0,True,189
1963,2017-06-01,2303,35,Male,C1,Bachelor,103102,2016-09-28,2017-06-26,2,2,326465.55555555556,1.6666666666666667,True,271
1964,2016-12-01,2304,28,Male,C15,Master,34461,2016-09-12,2016-11-29,3,3,0.0,1.0,True,78
1965,2017-01-01,2306,31,Female,C27,Bachelor,40435,2015-06-23,2017-01-19,1,1,651750.0,3.076923076923077,True,576
1966,2017-12-01,2307,25,Female,C29,College,76455,2017-11-06,2017-12-01,1,1,0.0,1.0,False,25
1967,2017-12-01,2308,47,Male,C21,College,49280,2015-05-08,2017-12-01,1,2,681268.3333333334,2.75,False,938
1968,2016-10-01,2309,36,Female,C9,College,60982,2016-05-31,2016-10-28,2,2,0.0,1.0,True,150
1969,2017-02-01,2310,31,Male,C6,Master,23566,2016-11-01,2017-02-20,1,1,0.0,1.0,True,111
1970,2017-12-01,2311,33,Male,C20,Bachelor,59587,2017-09-01,2017-12-01,2,2,89885.0,1.0,False,91
1971,2016-05-01,2313,32,Female,C18,Bachelor,21780,2016-05-18,2016-05-21,1,1,0.0,1.0,True,3
1972,2017-12-01,2314,30,Male,C12,Bachelor,87351,2010-10-18,2017-12-01,2,4,2179022.5,2.875,False,2601
1973,2016-11-01,2315,34,Female,C4,Master,103060,2016-10-14,2016-11-25,3,3,0.0,1.0,True,42
1974,2017-12-01,2318,34,Female,C26,Master,46851,2016-12-12,2017-12-01,2,2,690298.4615384615,2.8461538461538463,False,354
1975,2016-02-01,2319,38,Male,C7,Master,37900,2015-05-21,2016-02-23,2,2,53455.0,1.0,True,278
1976,2017-06-01,2320,29,Male,C28,Master,23334,2017-01-12,2017-06-07,1,1,66576.66666666667,1.0,True,146
1977,2016-01-01,2321,33,Male,C2,Bachelor,49659,2015-12-15,2016-01-14,1,1,0.0,1.0,True,30
1978,2017-12-01,2322,31,Female,C12,College,38223,2017-07-19,2017-12-01,3,3,314453.3333333333,2.0,False,135
1979,2017-07-01,2323,25,Female,C23,College,18770,2017-05-05,2017-06-28,1,1,0.0,1.0,True,54
1980,2016-01-01,2324,34,Male,C19,Master,41798,2015-10-08,2016-01-25,1,1,0.0,1.0,True,109
1981,2017-09-01,2326,33,Female,C25,College,71384,2016-11-28,2017-09-19,3,3,304508.0,1.3,True,295
1982,2017-07-01,2327,35,Female,C1,College,65040,2016-10-14,2017-06-28,1,1,144639.0,1.3,True,257
1983,2017-08-01,2329,33,Female,C10,College,35939,2017-02-10,2017-07-29,1,1,43218.57142857143,1.0,True,169
1984,2017-11-01,2330,28,Female,C8,Master,80818,2017-07-17,2017-11-01,2,2,31896.0,1.0,True,107
1985,2017-12-01,2331,23,Female,C2,Bachelor,54235,2017-08-09,2017-12-01,2,2,0.0,1.0,False,114
1986,2017-05-01,2332,24,Female,C4,College,33981,2016-11-21,2017-04-29,1,1,85761.42857142857,1.0,True,159
1987,2017-08-01,2333,41,Male,C7,College,59902,2017-04-11,2017-07-29,3,3,0.0,1.0,True,109
1988,2017-12-01,2334,30,Female,C8,Bachelor,35595,2016-11-29,2017-12-01,1,1,486189.23076923075,2.6153846153846154,False,367
1989,2016-09-01,2335,32,Male,C20,Bachelor,67490,2016-06-20,2016-08-31,2,2,0.0,1.0,True,72
1990,2016-10-01,2336,44,Male,C6,Master,39054,2016-06-21,2016-10-27,1,1,31040.0,1.0,True,128
1991,2017-07-01,2338,30,Male,C27,Master,27774,2017-06-12,2017-07-10,2,2,0.0,1.0,True,28
1992,2017-07-01,2339,34,Male,C10,Master,39612,2017-05-29,2017-07-06,2,2,0.0,1.0,True,38
1993,2016-02-01,2340,33,Male,C28,Master,56687,2015-12-03,2016-02-19,2,2,58200.0,1.0,True,78
1994,2016-09-01,2342,33,Female,C9,Bachelor,47102,2015-06-18,2016-09-22,2,2,411205.55555555556,2.0,True,462
1995,2017-12-01,2343,25,Female,C2,Master,89894,2017-09-25,2017-12-01,2,2,0.0,1.0,False,67
1996,2017-12-01,2344,34,Male,C16,College,113197,2017-06-21,2017-12-01,3,3,795042.8571428572,3.142857142857143,False,163
1997,2017-12-01,2345,25,Male,C27,Master,131168,2017-08-09,2017-12-01,3,3,205384.0,1.6,False,114
1998,2016-11-01,2346,36,Male,C6,College,71338,2016-10-31,2016-11-25,3,3,0.0,1.0,True,25
1999,2017-12-01,2347,37,Male,C15,Bachelor,54695,2017-04-24,2017-12-01,3,3,403035.55555555556,2.0,False,221
2000,2017-12-01,2348,24,Female,C25,Master,45009,2017-11-13,2017-12-01,1,1,0.0,1.0,False,18
2001,2016-02-01,2350,38,Male,C18,Master,23545,2015-11-20,2016-02-06,1,1,0.0,1.0,True,78
2002,2017-01-01,2351,31,Male,C5,Master,31124,2016-10-19,2017-01-13,1,1,0.0,1.0,True,86
2003,2017-01-01,2354,32,Male,C18,College,92847,2014-02-12,2016-12-31,2,3,535333.8461538461,1.9230769230769231,True,1053
2004,2016-06-01,2355,32,Female,C3,College,63315,2015-09-17,2016-06-21,2,2,319356.6666666667,2.0,True,278
2005,2017-04-01,2356,40,Male,C28,Bachelor,59097,2017-01-06,2017-04-18,2,2,150000.0,1.0,True,102
2006,2017-12-01,2357,34,Female,C4,Bachelor,24378,2016-08-31,2017-12-01,1,1,114000.625,1.1875,False,457
2007,2016-08-01,2358,40,Male,C4,College,33901,2015-05-26,2016-08-08,1,1,289982.5,1.75,True,440
2008,2017-12-01,2360,24,Female,C15,Bachelor,93751,2017-12-14,2017-12-01,3,3,0.0,1.0,False,-13
2009,2017-03-01,2361,34,Female,C3,College,29642,2016-11-09,2017-03-11,1,1,0.0,1.0,True,122
2010,2017-02-01,2362,43,Female,C26,College,56666,2012-08-20,2017-02-23,2,3,290631.4285714286,1.6428571428571428,True,1648
2011,2016-12-01,2363,32,Female,C13,Master,43282,2016-10-31,2016-12-26,2,2,0.0,1.0,True,56
2012,2016-04-01,2364,38,Male,C11,Master,131567,2016-01-15,2016-04-02,3,3,0.0,1.0,True,78
2013,2017-12-01,2365,43,Female,C13,College,99669,2012-08-07,2017-12-01,1,4,2474194.5833333335,3.125,False,1942
2014,2017-06-01,2366,31,Female,C9,College,55276,2017-02-06,2017-06-12,2,2,88944.0,1.0,True,126
2015,2016-06-01,2367,49,Female,C25,College,56150,2013-04-18,2016-05-30,1,2,332606.6666666667,1.5,True,1138
2016,2017-04-01,2368,27,Male,C25,Master,46397,2017-03-01,2017-04-27,2,2,0.0,1.0,True,57
2017,2017-11-01,2369,31,Male,C14,College,14113,2017-03-06,2017-11-07,1,1,227915.55555555556,1.6666666666666667,True,246
2018,2017-10-01,2370,30,Male,C27,Master,87710,2017-07-17,2017-09-28,3,3,0.0,1.0,True,73
2019,2017-07-01,2371,43,Female,C29,Bachelor,35133,2013-01-28,2017-07-10,1,2,696522.6315789474,2.736842105263158,True,1624
2020,2017-10-01,2372,35,Male,C24,Master,67219,2017-05-23,2017-10-20,3,3,28746.666666666668,1.0,True,150
2021,2016-05-01,2373,33,Female,C20,Bachelor,54214,2015-12-04,2016-04-30,2,2,220646.0,1.0,True,148
2022,2016-01-01,2375,41,Male,C3,Bachelor,15189,2015-05-22,2016-01-06,1,1,0.0,1.0,True,229
2023,2016-03-01,2377,34,Female,C7,Master,21346,2013-04-29,2016-03-17,1,1,109396.66666666667,1.0,True,1053
2024,2017-12-01,2378,30,Female,C14,Bachelor,83916,2017-09-04,2017-12-01,3,3,0.0,1.0,False,88
2025,2017-12-01,2379,28,Male,C15,Master,55546,2017-04-24,2017-12-11,3,3,535310.0,2.3333333333333335,True,231
2026,2016-04-01,2380,27,Female,C6,Bachelor,136960,2014-11-28,2016-04-22,1,5,907532.5,1.75,True,511
2027,2017-12-01,2381,48,Male,C19,Bachelor,77114,2014-12-25,2017-12-01,1,2,1191513.3333333333,3.25,False,1072
2028,2017-12-01,2382,41,Female,C10,Master,77785,2016-11-18,2017-12-01,4,4,1109931.4285714286,1.8571428571428572,False,378
2029,2016-05-01,2384,36,Female,C25,Master,43764,2015-08-20,2016-05-09,1,1,163536.0,1.6,True,263
2030,2016-07-01,2385,40,Female,C17,Master,57225,2015-10-07,2016-07-19,2,2,232465.7142857143,1.4285714285714286,True,286
2031,2017-12-01,2386,27,Male,C21,College,48747,2017-04-19,2017-12-01,1,1,589240.0,2.6666666666666665,False,226
2032,2016-04-01,2387,32,Male,C26,Bachelor,65298,2014-06-30,2016-04-12,1,2,153447.5,1.0,True,652
2033,2017-11-01,2388,28,Female,C9,College,14820,2017-07-07,2017-10-31,1,1,207892.0,1.6,True,116
2034,2017-12-01,2390,46,Male,C28,College,51383,2015-05-30,2017-12-01,1,2,775339.1666666666,3.0,False,916
2035,2017-05-01,2391,29,Male,C26,College,40366,2016-09-12,2017-05-02,2,2,368117.77777777775,1.8888888888888888,True,232
2036,2017-01-01,2392,32,Female,C29,Master,43411,2016-08-29,2017-01-07,1,1,0.0,1.0,True,131
2037,2017-10-01,2393,30,Female,C27,College,87010,2017-08-08,2017-10-06,3,3,0.0,1.0,True,59
2038,2016-11-01,2394,43,Male,C24,Master,76562,2015-09-12,2016-11-17,2,3,533961.8181818182,2.272727272727273,True,432
2039,2017-12-01,2395,36,Male,C20,Bachelor,79652,2017-10-11,2017-12-01,2,2,0.0,1.0,False,51
2040,2017-12-01,2396,34,Male,C26,Master,53750,2017-06-21,2017-11-28,2,2,0.0,1.0,True,160
2041,2017-05-01,2397,38,Female,C8,College,47818,2017-05-15,2017-05-15,2,2,0.0,1.0,True,0
2042,2017-12-01,2398,38,Male,C10,Master,94809,2016-06-02,2017-12-01,2,4,773881.052631579,1.7894736842105263,False,547
2043,2017-12-01,2399,29,Female,C23,Master,67326,2015-07-03,2017-12-01,1,1,489266.25,2.75,False,882
2044,2016-10-01,2400,35,Male,C18,Master,53643,2012-08-06,2016-10-06,1,1,235414.0,2.2,True,1522
2045,2017-12-01,2402,29,Male,C27,Master,29150,2017-07-24,2017-12-04,3,3,156533.33333333334,1.0,True,133
2046,2016-09-01,2403,35,Male,C25,College,63888,2015-05-04,2016-09-17,2,2,700211.1111111111,2.6666666666666665,True,502
2047,2017-07-01,2404,26,Male,C17,Bachelor,23711,2016-12-12,2017-07-11,1,1,171121.25,1.0,True,211
2048,2016-10-01,2405,36,Male,C7,Master,167758,2016-01-26,2016-10-28,5,5,0.0,1.0,True,276
2049,2016-08-01,2406,33,Female,C18,College,31097,2016-02-17,2016-08-18,1,1,33260.0,1.0,True,183
2050,2017-12-01,2407,37,Female,C8,Master,74945,2015-10-20,2017-12-01,1,2,1277853.75,3.875,False,773
2051,2017-01-01,2408,42,Male,C4,College,132505,2013-05-01,2017-01-05,1,4,1708632.3076923077,2.8461538461538463,True,1345
2052,2016-09-01,2409,27,Male,C20,College,16676,2015-05-06,2016-09-09,1,1,208653.33333333334,1.6666666666666667,True,492
2053,2016-11-01,2410,38,Male,C20,College,113256,2016-08-17,2016-11-08,4,4,0.0,1.0,True,83
2054,2017-12-01,2411,34,Female,C25,Master,63321,2017-11-22,2017-12-01,2,2,0.0,1.0,False,9
2055,2016-08-01,2412,35,Female,C14,Bachelor,77848,2016-06-11,2016-08-13,3,3,-44960.0,1.0,True,63
2056,2017-11-01,2413,44,Female,C6,Master,109652,2012-11-12,2017-11-16,1,3,536634.7826086957,2.3043478260869565,True,1830
2057,2017-08-01,2414,31,Male,C15,Bachelor,17648,2017-05-25,2017-07-29,1,1,0.0,1.0,True,65
2058,2017-03-01,2415,39,Male,C10,Bachelor,112317,2016-11-28,2017-03-08,3,3,162717.5,1.0,True,100
2059,2017-02-01,2416,33,Male,C24,Master,62380,2015-05-04,2017-02-11,2,2,201047.14285714287,1.2142857142857142,True,649
2060,2017-12-01,2417,26,Male,C28,Master,73899,2016-10-17,2017-12-01,2,2,161540.66666666666,1.2,False,410
2061,2017-12-01,2418,35,Female,C12,Bachelor,77613,2017-09-26,2017-12-01,3,3,0.0,1.0,False,66
2062,2016-02-01,2419,25,Female,C18,Master,27993,2015-11-16,2016-02-17,1,1,50475.0,1.0,True,93
2063,2017-12-01,2420,31,Male,C5,Master,169549,2012-07-30,2017-12-01,2,5,2000738.3333333333,2.625,False,1950
2064,2016-06-01,2421,38,Male,C28,Bachelor,58275,2013-01-07,2016-06-11,1,1,270720.0,1.5,True,1251
2065,2017-12-01,2422,48,Male,C4,Bachelor,111507,2011-08-26,2017-12-01,2,4,1543847.0833333333,2.5,False,2289
2066,2017-12-01,2423,36,Female,C18,College,54059,2017-08-07,2017-12-01,3,3,232180.0,1.6,False,116
2067,2017-12-01,2424,32,Male,C6,College,68525,2017-08-09,2017-12-01,3,3,78622.0,1.0,False,114
2068,2017-09-01,2425,30,Male,C21,Bachelor,28890,2017-07-13,2017-09-12,3,3,0.0,1.0,True,61
2069,2017-12-01,2426,34,Female,C25,Master,82309,2017-09-28,2017-12-01,2,2,382523.3333333333,2.0,False,64
2070,2016-01-01,2427,33,Female,C15,Master,40281,2015-12-28,2016-01-13,2,2,0.0,1.0,True,16
2071,2017-12-01,2428,36,Male,C17,Master,39195,2017-11-29,2017-12-01,1,1,0.0,1.0,False,2
2072,2017-02-01,2429,27,Male,C21,College,12064,2016-11-08,2017-02-09,1,1,0.0,1.0,True,93
2073,2017-08-01,2430,27,Male,C27,College,58259,2017-04-13,2017-07-29,2,2,40000.0,1.0,True,107
2074,2016-01-01,2431,37,Female,C17,College,46832,2015-10-20,2016-01-19,1,1,0.0,1.0,True,91
2075,2016-11-01,2432,53,Female,C1,Bachelor,56188,2012-10-25,2016-11-26,1,3,541070.0,1.7272727272727273,True,1493
2076,2017-06-01,2433,30,Male,C29,Master,37214,2017-03-29,2017-06-19,1,1,0.0,1.0,True,82
2077,2017-03-01,2435,29,Female,C13,College,13222,2017-01-28,2017-03-08,1,1,0.0,1.0,True,39
2078,2017-12-01,2436,33,Male,C4,Master,100560,2017-07-10,2017-12-20,3,3,346286.6666666667,2.0,True,163
2079,2016-02-01,2438,31,Female,C18,Bachelor,24429,2015-01-01,2016-02-23,1,1,250000.0,2.0,True,418
2080,2017-12-01,2439,28,Male,C16,Master,36373,2017-07-31,2017-12-01,2,2,0.0,1.4,False,123
2081,2017-12-01,2440,35,Male,C9,Master,51769,2017-09-07,2017-12-01,2,2,208610.0,1.75,False,85
2082,2016-11-01,2441,33,Female,C5,Master,51617,2016-09-02,2016-11-04,2,2,0.0,1.0,True,63
2083,2017-10-01,2442,37,Male,C29,Master,63424,2016-10-11,2017-10-20,3,3,248618.46153846153,1.4615384615384615,True,374
2084,2016-09-01,2443,26,Male,C25,College,44169,2014-11-25,2016-09-22,1,2,206355.55555555556,1.3333333333333333,True,667
2085,2017-01-01,2445,37,Male,C21,Bachelor,90492,2015-06-26,2017-01-21,3,3,657312.3076923077,1.9230769230769231,True,575
2086,2017-12-01,2446,30,Female,C29,College,59110,2017-05-29,2017-12-01,2,2,868307.1428571428,3.5714285714285716,False,186
2087,2017-09-01,2447,23,Male,C10,Master,71138,2017-07-10,2017-08-29,2,2,0.0,1.0,True,50
2088,2016-11-01,2448,33,Male,C18,Bachelor,90734,2016-05-24,2016-11-23,3,3,262180.0,1.7142857142857142,True,183
2089,2017-12-01,2449,37,Female,C22,College,18024,2017-05-01,2017-12-01,2,2,365187.5,2.125,False,214
2090,2016-01-01,2450,29,Female,C4,Bachelor,17481,2015-07-02,2016-01-18,1,1,0.0,1.0,True,200
2091,2017-01-01,2451,24,Male,C21,College,23511,2015-01-03,2017-01-05,1,1,521133.07692307694,2.6153846153846154,True,733
2092,2017-12-01,2453,40,Female,C12,Bachelor,92031,2016-11-12,2017-12-01,3,3,577713.5714285715,1.8571428571428572,False,384
2093,2017-12-01,2454,40,Male,C9,Master,37664,2013-01-03,2017-12-01,1,1,752475.0,2.875,False,1793
2094,2017-06-01,2455,25,Male,C28,Bachelor,99691,2014-06-18,2017-06-02,1,4,1224305.0,1.8333333333333333,True,1080
2095,2016-09-01,2457,42,Male,C24,College,58577,2015-09-07,2016-09-13,2,2,263952.22222222225,2.0,True,372
2096,2016-04-01,2458,38,Male,C21,Bachelor,33343,2015-08-10,2016-04-18,1,1,247675.0,1.75,True,252
2097,2017-03-01,2459,32,Female,C9,Master,85831,2016-12-07,2017-03-09,2,2,67472.5,1.0,True,92
2098,2017-10-01,2460,26,Female,C12,Master,36191,2017-05-17,2017-10-18,1,1,25000.0,1.0,True,154
2099,2017-02-01,2461,30,Male,C2,College,42551,2016-12-02,2017-01-30,2,2,0.0,1.0,True,59
2100,2017-12-01,2464,30,Male,C15,Master,52371,2017-05-22,2017-12-01,1,1,470381.25,2.5,False,193
2101,2016-08-01,2465,34,Male,C20,College,19183,2016-05-31,2016-08-17,2,2,0.0,1.0,True,78
2102,2017-06-01,2467,29,Female,C1,College,63182,2017-01-31,2017-06-09,3,3,0.0,1.0,True,129
2103,2017-07-01,2468,33,Male,C14,Bachelor,99858,2017-04-05,2017-07-07,2,2,553470.0,2.5,True,93
2104,2017-12-01,2469,31,Female,C24,Master,45365,2017-11-13,2017-12-01,3,3,0.0,1.0,False,18
2105,2017-06-01,2470,32,Male,C27,Bachelor,55723,2015-02-27,2017-06-06,1,1,719091.1111111111,2.5,True,830
2106,2017-06-01,2471,27,Male,C24,College,55344,2017-04-06,2017-06-12,2,2,0.0,1.0,True,67
2107,2016-05-01,2472,34,Male,C25,Master,36682,2015-10-02,2016-04-30,1,1,47176.0,1.0,True,211
2108,2017-12-01,2473,40,Female,C6,Bachelor,30967,2016-06-13,2017-12-01,1,1,327492.1052631579,1.9473684210526316,False,536
2109,2017-08-01,2474,34,Male,C10,Bachelor,44188,2017-06-28,2017-07-29,1,1,0.0,1.0,True,31
2110,2017-06-01,2475,35,Male,C12,Master,99515,2016-11-04,2017-06-15,3,3,881591.25,2.75,True,223
2111,2017-10-01,2476,34,Male,C19,Bachelor,89269,2017-03-16,2017-10-10,3,3,35714.28571428572,1.0,True,208
2112,2017-02-01,2478,26,Female,C2,Master,68294,2015-06-11,2017-02-17,1,1,323691.4285714286,2.2857142857142856,True,617
2113,2017-12-01,2480,29,Female,C24,College,18538,2016-11-21,2017-12-01,1,1,700156.4285714285,2.2857142857142856,False,375
2114,2016-09-01,2481,46,Female,C2,Master,44041,2015-02-12,2016-09-23,1,1,274546.6666666667,1.6666666666666667,True,589
2115,2017-07-01,2482,36,Male,C16,College,47251,2017-04-13,2017-07-22,3,3,0.0,1.0,True,100
2116,2017-12-01,2483,37,Male,C4,Master,65277,2017-04-18,2017-12-01,2,2,696682.2222222222,3.0,False,227
2117,2017-04-01,2484,36,Male,C2,Bachelor,58626,2016-10-11,2017-04-12,3,3,71720.0,1.1428571428571428,True,183
2118,2017-05-01,2485,41,Male,C13,Master,51616,2015-06-02,2017-05-19,1,1,174077.64705882352,1.7058823529411764,True,717
2119,2017-10-01,2486,36,Female,C6,Master,74360,2016-12-05,2017-10-12,2,2,1048392.7272727273,2.909090909090909,True,311
2120,2017-12-01,2487,37,Female,C29,Master,142543,2010-10-12,2017-12-01,1,4,1405780.8333333333,2.25,False,2607
2121,2016-11-01,2488,28,Male,C14,College,65958,2015-07-20,2016-11-24,1,2,1580600.9090909092,2.6363636363636362,True,493
2122,2016-08-01,2489,36,Female,C23,Bachelor,40775,2014-02-25,2016-07-29,1,1,303000.0,2.5,True,885
2123,2017-04-01,2490,25,Female,C25,Bachelor,29052,2016-11-21,2017-04-11,1,1,362043.3333333333,2.0,True,141
2124,2017-04-01,2491,25,Male,C20,Master,62242,2016-12-30,2017-04-15,2,2,72750.0,1.0,True,106
