MMM-YY,Emp_ID,Age,Gender,City,Education_Level,Salary,Dateofjoining,LastWorkingDate,Joining Designation,Designation,Total Business Value,Quarterly Rating,Attrtion
2016-10-01,2113,32,Female,C15,Bachelor,38992,2016-09-13,2016-10-11,1,1,0.0,1.0,True
2017-12-01,2114,41,Female,C19,College,105686,2013-06-24,,2,4,2373709.1666666665,2.5,False
2016-02-01,2115,30,Male,C9,Master,69166,2015-10-23,2016-02-08,2,2,0.0,1.0,True
2016-06-01,2116,52,Female,C22,College,40592,2015-08-20,2016-06-02,1,1,166666.66666666666,1.5,True
2016-02-01,2117,37,Male,C4,Master,41591,2015-10-08,2016-02-06,2,2,0.0,1.0,True
2017-07-01,2118,27,Male,C10,Master,47752,2016-06-28,2017-07-10,2,2,600063.8461538461,2.3076923076923075,True
2017-02-01,2120,31,Female,C4,Bachelor,19052,2016-07-25,2017-02-08,1,1,105632.5,1.375,True
2016-05-01,2121,26,Female,C22,Master,31743,2015-11-18,2016-05-02,1,1,130812.0,1.0,True
2016-02-01,2122,34,Male,C2,College,61065,2015-10-24,2016-02-13,3,3,125155.0,1.0,True
2016-02-01,2123,46,Female,C3,College,42604,2015-12-11,2016-02-09,2,2,0.0,1.0,True
2016-07-01,2124,23,Male,C13,Bachelor,68936,2015-08-22,2016-07-05,1,2,435065.71428571426,1.4285714285714286,True
2016-08-01,2125,41,Female,C24,Bachelor,39560,2015-10-02,2016-08-24,1,1,373476.25,2.125,True
2017-05-01,2126,35,Female,C28,Master,44707,2017-01-02,2017-05-03,2,2,64344.0,1.0,True
2017-10-01,2127,34,Female,C12,Master,86291,2017-06-13,2017-10-16,2,2,0.0,1.0,True
2016-05-01,2128,37,Male,C28,Bachelor,21270,2015-08-21,2016-05-23,1,1,208552.0,1.6,True
2016-02-01,2129,34,Female,C17,Master,59930,2012-07-30,2016-02-05,2,2,220905.0,1.0,True
2016-02-01,2130,34,Male,C20,Master,40948,2012-11-05,2016-02-22,2,2,181225.0,1.0,True
2017-03-01,2131,30,Male,C21,Bachelor,45665,2016-11-08,2017-03-22,2,2,38964.0,1.0,True
2016-12-01,2132,31,Female,C21,Bachelor,70778,2016-10-08,,2,2,135206.66666666666,1.0,False
2017-09-01,2133,28,Male,C22,Bachelor,74781,2017-05-29,2017-09-19,3,3,0.0,1.0,True
2017-12-01,2134,40,Male,C29,College,116006,2010-10-30,,2,5,2487352.0833333335,2.875,False
2017-12-01,2135,43,Female,C24,College,47426,2017-08-14,,3,3,38830.0,1.0,False
2017-12-01,2137,35,Female,C26,Master,61050,2011-11-14,,1,2,835063.3333333334,3.25,False
2016-01-01,2138,29,Male,C8,Bachelor,43989,2015-07-30,2016-01-05,1,1,0.0,1.0,True
2017-12-01,2139,26,Male,C4,Master,95969,2017-09-04,,2,2,377132.5,2.5,False
2017-12-01,2140,32,Male,C19,Bachelor,50778,2017-11-28,,3,3,0.0,1.0,False
2017-08-01,2141,28,Male,C16,Master,49533,2017-06-28,2017-07-29,3,3,0.0,1.0,True
2017-02-01,2142,45,Female,C26,Master,41723,2012-10-25,2017-02-17,1,1,359236.4285714286,2.2857142857142856,True
2017-03-01,2143,26,Male,C29,College,42844,2017-01-18,2017-03-14,2,2,0.0,1.0,True
2016-05-01,2144,36,Female,C9,Master,42166,2015-02-24,2016-05-04,2,2,116836.0,1.0,True
2017-03-01,2145,32,Male,C4,Bachelor,44012,2017-01-14,2017-03-04,2,2,0.0,1.0,True
2017-09-01,2146,27,Male,C6,Bachelor,59352,2017-06-28,2017-09-18,2,2,0.0,1.0,True
2017-12-01,2148,32,Female,C17,Master,69678,2016-07-29,,3,3,659268.2352941176,2.0,False
2017-03-01,2151,32,Male,C14,College,52035,2015-05-13,2017-03-06,1,2,365648.6666666667,1.8,True
2016-02-01,2152,28,Female,C22,Master,27194,2015-09-14,2016-02-15,1,1,25000.0,1.0,True
2017-12-01,2153,30,Female,C11,Bachelor,80499,2017-10-16,,2,2,67256.66666666667,1.0,False
2016-10-01,2154,41,Male,C25,Master,153766,2013-01-03,2016-10-15,5,5,0.0,1.0,True
2016-07-01,2155,36,Male,C29,Master,42772,2015-10-30,2016-06-28,1,1,110682.85714285714,1.4285714285714286,True
2016-05-01,2156,34,Female,C5,Master,82046,2015-10-12,2016-05-23,2,2,327982.0,1.6,True
2016-03-01,2157,36,Female,C10,College,46480,2015-05-29,2016-03-24,2,2,72270.0,1.0,True
2016-07-01,2159,35,Female,C29,Bachelor,42813,2015-07-03,2016-07-04,1,1,193335.7142857143,1.4285714285714286,True
2017-12-01,2160,37,Female,C8,Master,66650,2016-06-20,,2,2,568672.6315789474,2.4210526315789473,False
2016-12-01,2161,39,Male,C19,Bachelor,32871,2016-06-28,2016-12-19,3,3,68610.0,1.0,True
2017-05-01,2162,38,Male,C23,Bachelor,31809,2013-05-06,2017-05-18,1,1,388157.64705882355,2.0588235294117645,True
2016-12-01,2163,32,Male,C11,Bachelor,55700,2016-09-28,2016-12-03,1,1,0.0,1.0,True
2017-02-01,2164,23,Male,C15,Bachelor,35943,2016-11-18,2017-02-17,1,1,41360.0,1.0,True
2016-10-01,2165,37,Female,C23,College,45604,2016-08-18,2016-10-03,1,1,0.0,1.0,True
2017-12-01,2166,43,Male,C29,Master,31780,2015-07-09,,1,1,566259.1666666666,2.875,False
2017-01-01,2167,39,Male,C1,Bachelor,70714,2013-04-27,2017-01-20,1,2,507584.6153846154,2.076923076923077,True
2017-12-01,2168,40,Male,C25,Bachelor,50801,2014-11-27,2017-12-23,1,1,580698.75,2.625,True
2017-12-01,2169,28,Female,C7,College,133579,2017-06-27,,3,3,160600.0,1.4285714285714286,False
2016-08-01,2170,30,Male,C14,Master,52196,2015-10-22,2016-08-08,1,1,267563.75,1.75,True
2016-07-01,2171,35,Male,C17,College,55777,2016-07-02,2016-07-22,3,3,0.0,1.0,True
2016-02-01,2172,27,Male,C9,College,53105,2014-02-10,2016-02-19,1,2,0.0,1.0,True
2017-05-01,2173,43,Male,C25,Bachelor,64370,2017-04-10,2017-05-17,3,3,0.0,1.0,True
2016-12-01,2174,41,Male,C20,College,19371,2015-05-18,2016-12-16,1,1,385615.0,2.5,True
2017-11-01,2175,41,Male,C29,Master,101223,2017-07-22,2017-10-31,4,4,192236.0,1.0,True
2016-11-01,2176,30,Male,C25,Bachelor,50029,2013-05-06,2016-11-17,1,1,0.0,1.0,True
2017-12-01,2178,33,Female,C11,Bachelor,69971,2017-07-06,,2,2,431308.3333333333,2.5,False
2017-12-01,2179,32,Female,C22,Bachelor,59105,2013-04-25,,1,2,751504.1666666666,3.0,False
2016-05-01,2180,39,Male,C22,College,11889,2015-08-25,2016-05-23,1,1,174770.0,1.6,True
2017-01-01,2181,35,Female,C24,Bachelor,47440,2016-11-24,2017-01-19,2,2,0.0,1.0,True
2017-07-01,2182,24,Female,C3,College,40437,2015-07-17,2017-07-03,1,1,384507.8947368421,2.4210526315789473,True
2017-09-01,2183,40,Female,C10,Bachelor,29450,2017-06-27,2017-09-19,3,3,0.0,1.0,True
2017-06-01,2186,30,Female,C8,Master,70246,2013-08-13,2017-06-13,1,2,496146.6666666667,2.1666666666666665,True
2016-10-01,2187,31,Male,C20,College,25510,2016-06-15,2016-10-28,1,1,0.0,1.0,True
2017-12-01,2188,42,Female,C11,College,94440,2017-08-09,,4,4,77292.0,1.0,False
2017-12-01,2189,44,Female,C9,Bachelor,145116,2010-10-23,,2,4,906120.0,2.0,False
2016-03-01,2190,28,Male,C7,Bachelor,62955,2013-04-25,2016-03-17,1,2,48066.666666666664,1.0,True
2017-12-01,2191,29,Male,C26,Bachelor,30960,2017-10-30,,1,1,75020.0,1.0,False
2017-04-01,2192,39,Male,C19,Bachelor,106428,2016-10-07,2017-04-05,3,3,0.0,1.0,True
2017-12-01,2193,36,Male,C29,Master,84266,2016-12-12,,3,3,1027969.2307692308,2.6153846153846154,False
2017-07-01,2194,36,Female,C20,College,90033,2010-09-29,2017-07-10,4,4,860121.5789473684,1.8421052631578947,True
2017-10-01,2195,32,Male,C3,College,27262,2017-07-07,2017-10-16,2,2,0.0,1.0,True
2017-12-01,2196,36,Male,C25,Bachelor,116383,2010-10-06,,2,4,1177143.75,2.125,False
2016-09-01,2197,49,Female,C17,Bachelor,82179,2015-02-12,2016-09-22,2,2,-45694.444444444445,1.0,True
2017-12-01,2198,48,Female,C14,College,82691,2016-01-09,,1,3,1495672.0833333333,3.75,False
2017-12-01,2199,27,Male,C5,Master,93170,2017-02-27,,3,3,1075223.0,3.6,False
2017-12-01,2200,35,Male,C15,Bachelor,69756,2013-06-21,,1,3,1210018.75,3.0,False
2016-05-01,2201,32,Female,C19,Bachelor,54631,2015-10-21,2016-05-24,2,2,259950.0,1.6,True
2017-12-01,2202,30,Male,C17,College,33986,2017-09-18,,2,2,77500.0,1.0,False
2017-07-01,2203,31,Male,C7,Bachelor,59650,2017-03-08,2017-07-18,2,2,0.0,1.0,True
2017-06-01,2204,29,Female,C4,Master,61879,2015-01-13,2017-06-12,1,1,404775.55555555556,2.3333333333333335,True
2017-12-01,2205,31,Female,C8,Bachelor,31210,2017-04-21,,2,2,416443.3333333333,2.3333333333333335,False
2017-02-01,2206,25,Male,C5,Bachelor,33391,2016-08-24,2017-02-17,1,1,51052.857142857145,1.4285714285714286,True
2016-02-01,2207,34,Male,C2,College,20010,2016-01-06,2016-02-19,1,1,0.0,1.0,True
2017-12-01,2208,24,Male,C6,Master,117011,2017-05-31,,3,3,49287.142857142855,1.0,False
2016-03-01,2209,37,Female,C16,Bachelor,42339,2015-01-05,2016-03-01,2,2,138996.66666666666,1.0,True
2017-12-01,2210,39,Male,C26,Bachelor,112513,2016-03-30,,1,4,3159657.1428571427,3.2857142857142856,False
2016-06-01,2211,34,Male,C8,College,22556,2015-01-19,2016-06-03,1,1,668130.0,2.5,True
2016-07-01,2213,58,Female,C24,Bachelor,29202,2015-05-04,2016-07-27,1,1,473014.28571428574,3.0,True
2017-12-01,2214,33,Male,C20,College,90020,2017-07-11,2017-12-27,2,2,193291.66666666666,1.5,True
2016-04-01,2215,27,Male,C6,Bachelor,23801,2015-05-21,2016-04-27,1,1,320597.5,1.75,True
2017-09-01,2216,31,Male,C16,Master,52209,2017-05-01,2017-09-06,2,2,0.0,1.0,True
2017-12-01,2217,36,Female,C4,Bachelor,72778,2017-05-05,,3,3,314078.75,1.75,False
2017-09-01,2218,23,Female,C18,College,20984,2017-05-18,2017-09-04,1,1,30088.0,1.0,True
2016-08-01,2219,33,Male,C25,Bachelor,110792,2014-12-19,2016-08-13,2,3,1052626.25,2.75,True
2017-07-01,2220,38,Male,C18,Bachelor,59077,2017-01-19,2017-06-30,2,2,28571.428571428572,1.0,True
2016-05-01,2221,33,Male,C19,College,62460,2016-01-28,2016-05-12,3,3,81184.0,1.0,True
2017-12-01,2223,42,Male,C13,Bachelor,35442,2015-10-21,,1,1,850523.3333333334,3.25,False
2017-12-01,2224,49,Female,C27,Master,61291,2015-08-27,,1,1,903648.75,3.5,False
2017-11-01,2225,37,Female,C1,Bachelor,28216,2014-10-11,2017-11-20,1,1,359907.82608695654,2.260869565217391,True
2017-04-01,2226,31,Male,C16,Master,38152,2017-01-02,2017-04-18,2,2,129070.0,1.25,True
2017-11-01,2227,31,Female,C16,Bachelor,25357,2017-02-04,2017-11-07,1,1,230670.0,1.6,True
2017-12-01,2228,55,Female,C27,College,79243,2015-07-21,,1,2,812670.0,3.25,False
2017-07-01,2229,26,Male,C20,Master,103305,2017-05-04,2017-07-20,3,3,0.0,1.0,True
2017-12-01,2230,35,Male,C16,Master,65628,2017-09-06,,3,3,70290.0,1.0,False
2016-12-01,2231,34,Female,C27,College,78441,2012-02-28,2016-12-23,2,4,675608.3333333334,1.75,True
2017-06-01,2232,26,Female,C11,Bachelor,73207,2015-06-06,2017-06-27,1,2,735192.7777777778,2.6666666666666665,True
2017-12-01,2233,37,Male,C8,Bachelor,79251,2017-12-19,,2,2,0.0,1.0,False
2016-04-01,2235,30,Female,C10,College,21935,2015-06-08,2016-03-30,1,1,155637.5,1.0,True
2016-05-01,2236,49,Female,C3,College,53572,2012-08-09,2016-05-21,1,2,681640.0,2.2,True
2017-12-01,2238,29,Male,C17,Master,37067,2017-08-08,2017-12-13,2,2,0.0,1.0,True
2017-12-01,2239,46,Female,C27,Bachelor,94485,2017-11-28,,3,3,0.0,1.0,False
2017-12-01,2240,33,Male,C5,College,85965,2017-08-10,2017-12-26,3,3,440270.0,2.2,True
2017-12-01,2241,36,Male,C5,Bachelor,50766,2016-11-17,,3,3,316450.0,1.6428571428571428,False
2016-03-01,2242,35,Male,C3,College,70733,2016-01-05,2016-03-11,2,2,0.0,1.0,True
2017-02-01,2245,33,Female,C19,Master,81348,2017-02-06,2017-02-22,2,2,0.0,1.0,True
2016-12-01,2246,28,Female,C2,Master,43647,2016-10-10,2016-11-28,2,2,0.0,1.0,True
2016-05-01,2247,30,Female,C9,Bachelor,49336,2015-05-04,2016-04-30,1,1,130430.0,1.0,True
2017-10-01,2248,41,Female,C12,Master,68830,2017-05-01,2017-09-28,2,2,0.0,1.0,True
2017-07-01,2249,38,Female,C2,Bachelor,86246,2017-05-29,2017-07-05,3,3,0.0,1.0,True
2017-03-01,2250,26,Male,C26,Bachelor,41661,2016-11-01,2017-03-08,2,2,116632.0,1.0,True
2017-12-01,2251,39,Male,C15,Master,83604,2010-10-23,,2,3,809281.6666666666,2.375,False
2016-05-01,2252,37,Female,C20,Bachelor,101423,2015-06-16,2016-05-06,3,3,302434.0,1.0,True
2016-12-01,2253,40,Male,C11,Bachelor,57872,2015-08-17,2016-12-20,1,2,491790.8333333333,2.5,True
2017-12-01,2254,23,Female,C4,Bachelor,54580,2017-08-07,,1,1,62976.0,1.0,False
2017-12-01,2255,40,Male,C25,College,133489,2010-11-06,,3,4,1516587.0833333333,2.625,False
2016-09-01,2256,31,Male,C11,College,59644,2015-10-07,2016-09-08,2,2,418991.1111111111,2.0,True
2017-12-01,2257,43,Female,C22,Master,81933,2015-02-24,,2,2,753185.8333333334,3.0,False
2017-12-01,2258,36,Female,C14,College,138520,2016-11-28,,3,3,1013106.1538461539,3.076923076923077,False
2017-12-01,2259,41,Male,C4,Master,89192,2014-02-10,,1,3,561175.8333333334,2.125,False
2017-12-01,2260,32,Male,C29,Master,38919,2017-10-10,,2,2,0.0,1.0,False
2017-12-01,2261,25,Female,C24,Bachelor,22132,2017-12-21,,1,1,0.0,1.0,False
2016-07-01,2263,25,Male,C26,College,16216,2015-07-17,2016-07-22,1,1,354465.71428571426,2.2857142857142856,True
2016-09-01,2264,34,Female,C15,Bachelor,73561,2012-05-29,2016-09-22,2,4,442335.55555555556,1.0,True
2017-01-01,2265,28,Female,C27,Bachelor,62243,2016-08-13,2017-01-10,3,3,0.0,1.0,True
2016-07-01,2267,31,Female,C23,Bachelor,112722,2016-02-20,2016-06-29,1,4,490923.3333333333,2.0,True
2017-01-01,2268,44,Male,C24,College,91207,2012-11-01,,2,3,1177985.3846153845,2.8461538461538463,False
2017-09-01,2269,33,Male,C8,Master,46043,2017-04-14,2017-09-15,3,3,0.0,1.0,True
2017-12-01,2270,34,Female,C9,Master,78164,2017-08-29,2017-12-28,3,3,58035.0,1.0,True
2016-06-01,2271,38,Male,C2,College,55943,2015-07-28,2016-05-30,1,2,444963.3333333333,1.5,True
2017-12-01,2272,46,Female,C5,Bachelor,96185,2016-02-16,,2,3,1950518.2608695652,3.4347826086956523,False
2017-10-01,2273,32,Male,C25,Master,66742,2017-05-22,2017-09-28,3,3,121446.66666666667,1.5,True
2016-02-01,2274,34,Female,C24,Master,21154,2015-11-23,2016-02-04,1,1,58375.0,1.0,True
2017-12-01,2276,33,Male,C29,Master,54915,2017-07-13,,3,3,405510.0,2.0,False
2017-12-01,2277,29,Female,C25,Bachelor,83958,2017-09-08,,3,3,0.0,1.0,False
2016-03-01,2278,34,Female,C23,College,18291,2015-07-27,2016-03-28,1,1,360180.0,2.0,True
2017-12-01,2279,27,Female,C19,Master,83632,2017-11-07,,2,2,185555.0,2.0,False
2016-10-01,2281,31,Male,C13,Master,51261,2016-10-06,2016-10-25,2,2,0.0,1.0,True
2016-09-01,2282,31,Female,C5,Master,67740,2016-06-30,2016-09-15,2,2,125200.0,1.0,True
2017-12-01,2283,37,Male,C19,College,59764,2014-11-10,,1,2,969362.5,3.25,False
2016-10-01,2284,31,Male,C12,College,49471,2011-08-15,2016-10-14,2,3,252656.0,1.6,True
2016-06-01,2285,39,Female,C28,College,40142,2015-07-08,2016-06-14,2,2,0.0,1.0,True
2016-12-01,2286,34,Female,C29,Bachelor,30851,2016-07-07,2016-12-05,2,2,18333.333333333332,1.0,True
2017-09-01,2287,34,Female,C28,Master,57624,2016-08-15,2017-09-15,2,2,144656.42857142858,1.2142857142857142,True
2016-04-01,2288,31,Male,C20,College,40760,2015-12-15,2016-04-11,1,1,50540.0,1.0,True
2017-12-01,2289,47,Female,C2,College,51339,2015-01-12,,1,2,483824.5833333333,2.0,False
2017-12-01,2290,32,Female,C9,Master,57541,2017-11-28,,2,2,0.0,1.0,False
2016-02-01,2291,30,Female,C2,Bachelor,62204,2015-02-28,2016-02-03,1,2,0.0,1.0,True
2016-01-01,2292,30,Male,C15,College,12895,2015-06-23,2016-01-01,1,1,0.0,1.0,True
2016-12-01,2294,24,Female,C1,College,25551,2016-09-28,2016-12-06,1,1,0.0,1.0,True
2017-07-01,2295,41,Male,C26,College,112934,2016-11-08,2017-07-13,3,3,87840.0,1.0,True
2017-06-01,2296,25,Male,C11,College,14761,2017-01-31,2017-06-15,2,2,120000.0,1.0,True
2017-12-01,2298,27,Male,C15,Master,77301,2017-12-08,,3,3,0.0,1.0,False
2017-12-01,2299,42,Female,C5,College,129924,2012-11-19,,1,4,958082.0833333334,1.875,False
2016-10-01,2300,34,Female,C6,College,80980,2016-07-29,2016-10-03,2,2,0.0,1.0,True
2017-11-01,2302,36,Male,C14,Bachelor,21530,2017-05-08,2017-11-13,2,2,0.0,1.0,True
2017-06-01,2303,35,Male,C1,Bachelor,103102,2016-09-28,2017-06-26,2,2,326465.55555555556,1.6666666666666667,True
2016-12-01,2304,28,Male,C15,Master,34461,2016-09-12,2016-11-29,3,3,0.0,1.0,True
2017-01-01,2306,31,Female,C27,Bachelor,40435,2015-06-23,2017-01-19,1,1,651750.0,3.076923076923077,True
2017-12-01,2307,25,Female,C29,College,76455,2017-11-06,,1,1,0.0,1.0,False
2017-12-01,2308,47,Male,C21,College,49280,2015-05-08,,1,2,681268.3333333334,2.75,False
2016-10-01,2309,36,Female,C9,College,60982,2016-05-31,2016-10-28,2,2,0.0,1.0,True
2017-02-01,2310,31,Male,C6,Master,23566,2016-11-01,2017-02-20,1,1,0.0,1.0,True
2017-12-01,2311,33,Male,C20,Bachelor,59587,2017-09-01,,2,2,89885.0,1.0,False
2016-05-01,2313,32,Female,C18,Bachelor,21780,2016-05-18,2016-05-21,1,1,0.0,1.0,True
2017-12-01,2314,30,Male,C12,Bachelor,87351,2010-10-18,,2,4,2179022.5,2.875,False
2016-11-01,2315,34,Female,C4,Master,103060,2016-10-14,2016-11-25,3,3,0.0,1.0,True
2017-12-01,2318,34,Female,C26,Master,46851,2016-12-12,,2,2,690298.4615384615,2.8461538461538463,False
2016-02-01,2319,38,Male,C7,Master,37900,2015-05-21,2016-02-23,2,2,53455.0,1.0,True
2017-06-01,2320,29,Male,C28,Master,23334,2017-01-12,2017-06-07,1,1,66576.66666666667,1.0,True
2016-01-01,2321,33,Male,C2,Bachelor,49659,2015-12-15,2016-01-14,1,1,0.0,1.0,True
2017-12-01,2322,31,Female,C12,College,38223,2017-07-19,,3,3,314453.3333333333,2.0,False
2017-07-01,2323,25,Female,C23,College,18770,2017-05-05,2017-06-28,1,1,0.0,1.0,True
2016-01-01,2324,34,Male,C19,Master,41798,2015-10-08,2016-01-25,1,1,0.0,1.0,True
2017-09-01,2326,33,Female,C25,College,71384,2016-11-28,2017-09-19,3,3,304508.0,1.3,True
2017-07-01,2327,35,Female,C1,College,65040,2016-10-14,2017-06-28,1,1,144639.0,1.3,True
2017-08-01,2329,33,Female,C10,College,35939,2017-02-10,2017-07-29,1,1,43218.57142857143,1.0,True
2017-11-01,2330,28,Female,C8,Master,80818,2017-07-17,2017-11-01,2,2,31896.0,1.0,True
2017-12-01,2331,23,Female,C2,Bachelor,54235,2017-08-09,,2,2,0.0,1.0,False
2017-05-01,2332,24,Female,C4,College,33981,2016-11-21,2017-04-29,1,1,85761.42857142857,1.0,True
2017-08-01,2333,41,Male,C7,College,59902,2017-04-11,2017-07-29,3,3,0.0,1.0,True
2017-12-01,2334,30,Female,C8,Bachelor,35595,2016-11-29,,1,1,486189.23076923075,2.6153846153846154,False
2016-09-01,2335,32,Male,C20,Bachelor,67490,2016-06-20,2016-08-31,2,2,0.0,1.0,True
2016-10-01,2336,44,Male,C6,Master,39054,2016-06-21,2016-10-27,1,1,31040.0,1.0,True
2017-07-01,2338,30,Male,C27,Master,27774,2017-06-12,2017-07-10,2,2,0.0,1.0,True
2017-07-01,2339,34,Male,C10,Master,39612,2017-05-29,2017-07-06,2,2,0.0,1.0,True
2016-02-01,2340,33,Male,C28,Master,56687,2015-12-03,2016-02-19,2,2,58200.0,1.0,True
2016-09-01,2342,33,Female,C9,Bachelor,47102,2015-06-18,2016-09-22,2,2,411205.55555555556,2.0,True
2017-12-01,2343,25,Female,C2,Master,89894,2017-09-25,,2,2,0.0,1.0,False
2017-12-01,2344,34,Male,C16,College,113197,2017-06-21,,3,3,795042.8571428572,3.142857142857143,False
2017-12-01,2345,25,Male,C27,Master,131168,2017-08-09,,3,3,205384.0,1.6,False
2016-11-01,2346,36,Male,C6,College,71338,2016-10-31,2016-11-25,3,3,0.0,1.0,True
2017-12-01,2347,37,Male,C15,Bachelor,54695,2017-04-24,,3,3,403035.55555555556,2.0,False
2017-12-01,2348,24,Female,C25,Master,45009,2017-11-13,,1,1,0.0,1.0,False
2016-02-01,2350,38,Male,C18,Master,23545,2015-11-20,2016-02-06,1,1,0.0,1.0,True
2017-01-01,2351,31,Male,C5,Master,31124,2016-10-19,2017-01-13,1,1,0.0,1.0,True
2017-01-01,2354,32,Male,C18,College,92847,2014-02-12,2016-12-31,2,3,535333.8461538461,1.9230769230769231,True
2016-06-01,2355,32,Female,C3,College,63315,2015-09-17,2016-06-21,2,2,319356.6666666667,2.0,True
2017-04-01,2356,40,Male,C28,Bachelor,59097,2017-01-06,2017-04-18,2,2,150000.0,1.0,True
2017-12-01,2357,34,Female,C4,Bachelor,24378,2016-08-31,,1,1,114000.625,1.1875,False
2016-08-01,2358,40,Male,C4,College,33901,2015-05-26,2016-08-08,1,1,289982.5,1.75,True
2017-12-01,2360,24,Female,C15,Bachelor,93751,2017-12-14,,3,3,0.0,1.0,False
2017-03-01,2361,34,Female,C3,College,29642,2016-11-09,2017-03-11,1,1,0.0,1.0,True
2017-02-01,2362,43,Female,C26,College,56666,2012-08-20,2017-02-23,2,3,290631.4285714286,1.6428571428571428,True
2016-12-01,2363,32,Female,C13,Master,43282,2016-10-31,2016-12-26,2,2,0.0,1.0,True
2016-04-01,2364,38,Male,C11,Master,131567,2016-01-15,2016-04-02,3,3,0.0,1.0,True
2017-12-01,2365,43,Female,C13,College,99669,2012-08-07,,1,4,2474194.5833333335,3.125,False
2017-06-01,2366,31,Female,C9,College,55276,2017-02-06,2017-06-12,2,2,88944.0,1.0,True
2016-06-01,2367,49,Female,C25,College,56150,2013-04-18,2016-05-30,1,2,332606.6666666667,1.5,True
2017-04-01,2368,27,Male,C25,Master,46397,2017-03-01,2017-04-27,2,2,0.0,1.0,True
2017-11-01,2369,31,Male,C14,College,14113,2017-03-06,2017-11-07,1,1,227915.55555555556,1.6666666666666667,True
2017-10-01,2370,30,Male,C27,Master,87710,2017-07-17,2017-09-28,3,3,0.0,1.0,True
2017-07-01,2371,43,Female,C29,Bachelor,35133,2013-01-28,2017-07-10,1,2,696522.6315789474,2.736842105263158,True
2017-10-01,2372,35,Male,C24,Master,67219,2017-05-23,2017-10-20,3,3,28746.666666666668,1.0,True
2016-05-01,2373,33,Female,C20,Bachelor,54214,2015-12-04,2016-04-30,2,2,220646.0,1.0,True
2016-01-01,2375,41,Male,C3,Bachelor,15189,2015-05-22,2016-01-06,1,1,0.0,1.0,True
2016-03-01,2377,34,Female,C7,Master,21346,2013-04-29,2016-03-17,1,1,109396.66666666667,1.0,True
2017-12-01,2378,30,Female,C14,Bachelor,83916,2017-09-04,,3,3,0.0,1.0,False
2017-12-01,2379,28,Male,C15,Master,55546,2017-04-24,2017-12-11,3,3,535310.0,2.3333333333333335,True
2016-04-01,2380,27,Female,C6,Bachelor,136960,2014-11-28,2016-04-22,1,5,907532.5,1.75,True
2017-12-01,2381,48,Male,C19,Bachelor,77114,2014-12-25,,1,2,1191513.3333333333,3.25,False
2017-12-01,2382,41,Female,C10,Master,77785,2016-11-18,,4,4,1109931.4285714286,1.8571428571428572,False
2016-05-01,2384,36,Female,C25,Master,43764,2015-08-20,2016-05-09,1,1,163536.0,1.6,True
2016-07-01,2385,40,Female,C17,Master,57225,2015-10-07,2016-07-19,2,2,232465.7142857143,1.4285714285714286,True
2017-12-01,2386,27,Male,C21,College,48747,2017-04-19,,1,1,589240.0,2.6666666666666665,False
2016-04-01,2387,32,Male,C26,Bachelor,65298,2014-06-30,2016-04-12,1,2,153447.5,1.0,True
2017-11-01,2388,28,Female,C9,College,14820,2017-07-07,2017-10-31,1,1,207892.0,1.6,True
2017-12-01,2390,46,Male,C28,College,51383,2015-05-30,,1,2,775339.1666666666,3.0,False
2017-05-01,2391,29,Male,C26,College,40366,2016-09-12,2017-05-02,2,2,368117.77777777775,1.8888888888888888,True
2017-01-01,2392,32,Female,C29,Master,43411,2016-08-29,2017-01-07,1,1,0.0,1.0,True
2017-10-01,2393,30,Female,C27,College,87010,2017-08-08,2017-10-06,3,3,0.0,1.0,True
2016-11-01,2394,43,Male,C24,Master,76562,2015-09-12,2016-11-17,2,3,533961.8181818182,2.272727272727273,True
2017-12-01,2395,36,Male,C20,Bachelor,79652,2017-10-11,,2,2,0.0,1.0,False
2017-12-01,2396,34,Male,C26,Master,53750,2017-06-21,2017-11-28,2,2,0.0,1.0,True
2017-05-01,2397,38,Female,C8,College,47818,2017-05-15,2017-05-15,2,2,0.0,1.0,True
2017-12-01,2398,38,Male,C10,Master,94809,2016-06-02,,2,4,773881.052631579,1.7894736842105263,False
2017-12-01,2399,29,Female,C23,Master,67326,2015-07-03,,1,1,489266.25,2.75,False
2016-10-01,2400,35,Male,C18,Master,53643,2012-08-06,2016-10-06,1,1,235414.0,2.2,True
2017-12-01,2402,29,Male,C27,Master,29150,2017-07-24,2017-12-04,3,3,156533.33333333334,1.0,True
2016-09-01,2403,35,Male,C25,College,63888,2015-05-04,2016-09-17,2,2,700211.1111111111,2.6666666666666665,True
2017-07-01,2404,26,Male,C17,Bachelor,23711,2016-12-12,2017-07-11,1,1,171121.25,1.0,True
2016-10-01,2405,36,Male,C7,Master,167758,2016-01-26,2016-10-28,5,5,0.0,1.0,True
2016-08-01,2406,33,Female,C18,College,31097,2016-02-17,2016-08-18,1,1,33260.0,1.0,True
2017-12-01,2407,37,Female,C8,Master,74945,2015-10-20,,1,2,1277853.75,3.875,False
2017-01-01,2408,42,Male,C4,College,132505,2013-05-01,2017-01-05,1,4,1708632.3076923077,2.8461538461538463,True
2016-09-01,2409,27,Male,C20,College,16676,2015-05-06,2016-09-09,1,1,208653.33333333334,1.6666666666666667,True
2016-11-01,2410,38,Male,C20,College,113256,2016-08-17,2016-11-08,4,4,0.0,1.0,True
2017-12-01,2411,34,Female,C25,Master,63321,2017-11-22,,2,2,0.0,1.0,False
